Date,Division,CPI Division,Daily Change (%)
2026-04-17,INFORMATION AND COMMUNICATION,127.1616,0.0
2026-04-17,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4108,0.0617
2026-04-17,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-17,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-17,TRANSPORT,102.6605,1.1011
2026-04-18,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.6235,0.0
2026-04-18,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-18,EDUCATION SERVICES,100.5262,0.0
2026-04-18,FOOD AND NON-ALCOHOLIC BEVERAGES,95.1306,0.0
2026-04-18,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-18,HEALTH,100.9944,0.0
2026-04-18,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3084,0.0001
2026-04-18,INFORMATION AND COMMUNICATION,127.1616,0.0
2026-04-18,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4108,0.0
2026-04-18,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-18,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-18,TRANSPORT,102.6605,0.0
2026-04-19,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.6235,0.0
2026-04-19,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-19,EDUCATION SERVICES,100.5262,0.0
2026-04-19,FOOD AND NON-ALCOHOLIC BEVERAGES,95.1306,0.0
2026-04-19,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-19,HEALTH,100.9944,0.0
2026-04-19,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3084,0.0
2026-04-19,INFORMATION AND COMMUNICATION,127.1616,0.0
2026-04-19,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4108,0.0
2026-04-19,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-19,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-19,TRANSPORT,102.6605,0.0
2026-04-20,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.5888,-0.0349
2026-04-20,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-20,EDUCATION SERVICES,100.5262,0.0
2026-04-20,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7117,-0.4404
2026-04-20,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-20,HEALTH,100.9944,0.0
2026-04-20,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3087,0.0003
2026-04-20,INFORMATION AND COMMUNICATION,128.6048,1.135
2026-04-20,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4108,0.0
2026-04-20,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-20,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-20,TRANSPORT,102.8532,0.1877
2026-04-21,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.6235,0.0349
2026-04-21,CLOTHING AND FOOTWEAR,92.9425,0.0
2026-04-21,EDUCATION SERVICES,100.5262,0.0
2026-04-21,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7117,0.0
2026-04-21,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-21,HEALTH,100.9944,0.0
2026-04-21,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3226,0.0132
2026-04-21,INFORMATION AND COMMUNICATION,128.6048,0.0
2026-04-21,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4108,0.0
2026-04-21,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-21,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-21,TRANSPORT,102.8533,0.0001
2026-04-22,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3082,-0.3165
2026-04-22,CLOTHING AND FOOTWEAR,92.9848,0.0455
2026-04-22,EDUCATION SERVICES,100.5262,0.0
2026-04-22,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7136,0.002
2026-04-22,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-22,HEALTH,100.9944,0.0
2026-04-22,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3257,0.003
2026-04-22,INFORMATION AND COMMUNICATION,128.7079,0.0802
2026-04-22,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0789
2026-04-22,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-22,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-22,TRANSPORT,102.8533,0.0
2026-04-23,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2387,-0.07
2026-04-23,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-23,EDUCATION SERVICES,100.5262,0.0
2026-04-23,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7136,0.0
2026-04-23,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-23,HEALTH,100.9944,0.0
2026-04-23,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3259,0.0002
2026-04-23,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-23,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-23,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-23,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-23,TRANSPORT,102.8533,0.0
2026-04-24,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.204,-0.035
2026-04-24,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-24,EDUCATION SERVICES,100.5262,0.0
2026-04-24,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7125,-0.0011
2026-04-24,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.8117,0.0
2026-04-24,HEALTH,100.9944,0.0
2026-04-24,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3233,-0.0024
2026-04-24,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-24,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-24,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-24,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-24,TRANSPORT,102.8533,0.0
2026-04-25,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0701
2026-04-25,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-25,EDUCATION SERVICES,100.5262,0.0
2026-04-25,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7125,0.0
2026-04-25,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0108,0.1955
2026-04-25,HEALTH,100.9944,0.0
2026-04-25,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3256,0.0021
2026-04-25,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-25,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-25,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-25,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-25,TRANSPORT,102.8533,0.0
2026-04-26,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-04-26,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-26,EDUCATION SERVICES,100.5262,0.0
2026-04-26,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7125,0.0
2026-04-26,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0108,0.0
2026-04-26,HEALTH,100.9944,0.0
2026-04-26,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3256,0.0
2026-04-26,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-26,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-26,"RECREATION, SPORT AND CULTURE",95.293,0.0
2026-04-26,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-26,TRANSPORT,102.8533,0.0
2026-04-27,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-04-27,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-27,EDUCATION SERVICES,100.5262,0.0
2026-04-27,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7125,0.0
2026-04-27,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0108,0.0
2026-04-27,HEALTH,100.9944,0.0
2026-04-27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3255,-0.0001
2026-04-27,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-27,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-27,"RECREATION, SPORT AND CULTURE",96.6502,1.4241
2026-04-27,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-27,TRANSPORT,102.8533,0.0
2026-04-28,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-04-28,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-28,EDUCATION SERVICES,100.5262,0.0
2026-04-28,FOOD AND NON-ALCOHOLIC BEVERAGES,94.7125,0.0
2026-04-28,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0108,0.0
2026-04-28,HEALTH,100.9944,0.0
2026-04-28,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3259,0.0004
2026-04-28,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-28,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-28,"RECREATION, SPORT AND CULTURE",96.6502,0.0
2026-04-28,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-28,TRANSPORT,102.8533,0.0
2026-04-29,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-04-29,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-29,EDUCATION SERVICES,100.5262,0.0
2026-04-29,FOOD AND NON-ALCOHOLIC BEVERAGES,95.2435,0.5606
2026-04-29,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0108,0.0
2026-04-29,HEALTH,100.9944,0.0
2026-04-29,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.3254,-0.0005
2026-04-29,INFORMATION AND COMMUNICATION,128.7079,0.0
2026-04-29,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-29,"RECREATION, SPORT AND CULTURE",96.6502,0.0
2026-04-29,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-29,TRANSPORT,102.8534,0.0001
2026-04-30,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.204,-0.07
2026-04-30,CLOTHING AND FOOTWEAR,92.9848,0.0
2026-04-30,EDUCATION SERVICES,100.5262,0.0
2026-04-30,FOOD AND NON-ALCOHOLIC BEVERAGES,95.2435,0.0
2026-04-30,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",102.0108,0.0
2026-04-30,HEALTH,100.9944,0.0
2026-04-30,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",105.328,0.0025
2026-04-30,INFORMATION AND COMMUNICATION,132.144,2.6697
2026-04-30,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-04-30,"RECREATION, SPORT AND CULTURE",96.6502,0.0
2026-04-30,RESTAURANTS AND ACCOMODATION SERVICES,99.948,0.0
2026-04-30,TRANSPORT,103.5088,0.6372
2026-05-01,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0701
2026-05-01,CLOTHING AND FOOTWEAR,92.3297,-0.7045
2026-05-01,EDUCATION SERVICES,100.5262,0.0
2026-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,95.2327,-0.0114
2026-05-01,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.9596,-1.0305
2026-05-01,HEALTH,100.9944,0.0
2026-05-01,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0559,13.9829
2026-05-01,INFORMATION AND COMMUNICATION,129.3951,-2.0802
2026-05-01,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-01,"RECREATION, SPORT AND CULTURE",96.6636,0.0139
2026-05-01,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.169
2026-05-01,TRANSPORT,101.504,-1.9368
2026-05-02,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-05-02,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-02,EDUCATION SERVICES,100.5262,0.0
2026-05-02,FOOD AND NON-ALCOHOLIC BEVERAGES,95.2327,0.0
2026-05-02,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.9596,0.0
2026-05-02,HEALTH,100.9944,0.0
2026-05-02,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0559,0.0
2026-05-02,INFORMATION AND COMMUNICATION,129.3951,0.0
2026-05-02,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-02,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-02,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-02,TRANSPORT,101.504,0.0
2026-05-03,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-05-03,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-03,EDUCATION SERVICES,100.5262,0.0
2026-05-03,FOOD AND NON-ALCOHOLIC BEVERAGES,95.2327,0.0
2026-05-03,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.9596,0.0
2026-05-03,HEALTH,100.9944,0.0
2026-05-03,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0572,0.0011
2026-05-03,INFORMATION AND COMMUNICATION,129.3951,0.0
2026-05-03,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-03,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-03,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-03,TRANSPORT,101.504,0.0
2026-05-04,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,0.0
2026-05-04,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-04,EDUCATION SERVICES,100.5262,0.0
2026-05-04,FOOD AND NON-ALCOHOLIC BEVERAGES,95.3572,0.1308
2026-05-04,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.9566,-0.003
2026-05-04,HEALTH,100.9944,0.0
2026-05-04,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0577,0.0004
2026-05-04,INFORMATION AND COMMUNICATION,128.3665,-0.7949
2026-05-04,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-04,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-04,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-04,TRANSPORT,101.504,0.0
2026-05-05,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2387,-0.035
2026-05-05,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-05,EDUCATION SERVICES,100.5262,0.0
2026-05-05,FOOD AND NON-ALCOHOLIC BEVERAGES,95.3572,0.0
2026-05-05,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",100.9566,0.0
2026-05-05,HEALTH,100.9944,0.0
2026-05-05,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0595,0.0015
2026-05-05,INFORMATION AND COMMUNICATION,128.3642,-0.0018
2026-05-05,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-05,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-05,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-05,TRANSPORT,101.5041,0.0001
2026-05-06,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2387,0.0
2026-05-06,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-06,EDUCATION SERVICES,100.5262,0.0
2026-05-06,FOOD AND NON-ALCOHOLIC BEVERAGES,95.5313,0.1826
2026-05-06,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.7894
2026-05-06,HEALTH,100.9944,0.0
2026-05-06,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.06,0.0004
2026-05-06,INFORMATION AND COMMUNICATION,127.2303,-0.8833
2026-05-06,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-06,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-06,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-06,TRANSPORT,101.5041,0.0
2026-05-07,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3082,0.07
2026-05-07,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-07,EDUCATION SERVICES,100.5262,0.0
2026-05-07,FOOD AND NON-ALCOHOLIC BEVERAGES,95.5313,0.0
2026-05-07,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-07,HEALTH,100.9944,0.0
2026-05-07,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0596,-0.0003
2026-05-07,INFORMATION AND COMMUNICATION,127.2303,0.0
2026-05-07,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-07,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-07,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-07,TRANSPORT,101.5042,0.0001
2026-05-08,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,-0.035
2026-05-08,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-08,EDUCATION SERVICES,100.5262,0.0
2026-05-08,FOOD AND NON-ALCOHOLIC BEVERAGES,96.092,0.5869
2026-05-08,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-08,HEALTH,100.9944,0.0
2026-05-08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0596,0.0
2026-05-08,INFORMATION AND COMMUNICATION,127.2303,0.0
2026-05-08,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-08,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-08,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-08,TRANSPORT,100.926,-0.5697
2026-05-09,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3777,0.105
2026-05-09,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-09,EDUCATION SERVICES,100.5262,0.0
2026-05-09,FOOD AND NON-ALCOHOLIC BEVERAGES,96.092,0.0
2026-05-09,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-09,HEALTH,100.9944,0.0
2026-05-09,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0596,0.0
2026-05-09,INFORMATION AND COMMUNICATION,126.1995,-0.8102
2026-05-09,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-09,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-09,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-09,TRANSPORT,100.926,0.0
2026-05-10,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.343,-0.035
2026-05-10,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-10,EDUCATION SERVICES,100.5262,0.0
2026-05-10,FOOD AND NON-ALCOHOLIC BEVERAGES,96.092,0.0
2026-05-10,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-10,HEALTH,100.9944,0.0
2026-05-10,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0596,0.0
2026-05-10,INFORMATION AND COMMUNICATION,124.4127,-1.4158
2026-05-10,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-10,"RECREATION, SPORT AND CULTURE",96.6636,0.0
2026-05-10,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-10,TRANSPORT,101.1958,0.2673
2026-05-11,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3082,-0.035
2026-05-11,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-11,EDUCATION SERVICES,100.5262,0.0
2026-05-11,FOOD AND NON-ALCOHOLIC BEVERAGES,96.092,0.0
2026-05-11,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-11,HEALTH,100.9944,0.0
2026-05-11,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0596,0.0
2026-05-11,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-05-11,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-11,"RECREATION, SPORT AND CULTURE",95.3065,-1.404
2026-05-11,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-11,TRANSPORT,101.1958,0.0
2026-05-12,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.343,0.035
2026-05-12,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-12,EDUCATION SERVICES,100.5262,0.0
2026-05-12,FOOD AND NON-ALCOHOLIC BEVERAGES,96.092,0.0
2026-05-12,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-12,HEALTH,100.9944,0.0
2026-05-12,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0573,-0.0019
2026-05-12,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-05-12,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-12,"RECREATION, SPORT AND CULTURE",95.3065,0.0
2026-05-12,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-12,TRANSPORT,101.0416,-0.1524
2026-05-13,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.3082,-0.035
2026-05-13,CLOTHING AND FOOTWEAR,92.3297,0.0
2026-05-13,EDUCATION SERVICES,100.5262,0.0
2026-05-13,FOOD AND NON-ALCOHOLIC BEVERAGES,96.0802,-0.0123
2026-05-13,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.7535,0.0
2026-05-13,HEALTH,100.9944,0.0
2026-05-13,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0592,0.0016
2026-05-13,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-05-13,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-13,"RECREATION, SPORT AND CULTURE",95.3065,0.0
2026-05-13,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-13,TRANSPORT,101.0416,0.0
2026-05-14,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.2735,-0.035
2026-05-14,CLOTHING AND FOOTWEAR,92.3517,0.0238
2026-05-14,EDUCATION SERVICES,100.5262,0.0
2026-05-14,FOOD AND NON-ALCOHOLIC BEVERAGES,96.0802,0.0
2026-05-14,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.0518,-0.6896
2026-05-14,HEALTH,100.9944,0.0
2026-05-14,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0595,0.0002
2026-05-14,INFORMATION AND COMMUNICATION,124.4127,0.0
2026-05-14,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-14,"RECREATION, SPORT AND CULTURE",95.3065,0.0
2026-05-14,RESTAURANTS AND ACCOMODATION SERVICES,100.1169,0.0
2026-05-14,TRANSPORT,101.0416,0.0
2026-05-15,"ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS",99.204,-0.07
2026-05-15,CLOTHING AND FOOTWEAR,92.3517,0.0
2026-05-15,EDUCATION SERVICES,100.5262,0.0
2026-05-15,FOOD AND NON-ALCOHOLIC BEVERAGES,96.0802,0.0
2026-05-15,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",101.0785,0.0264
2026-05-15,HEALTH,100.9944,0.0
2026-05-15,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",120.0595,0.0
2026-05-15,INFORMATION AND COMMUNICATION,123.7304,-0.5484
2026-05-15,"PERSONAL CARE, SOCIAL PROTECTION AND MISCELLANEOUS GOODS AND SERVICES",108.4964,0.0
2026-05-15,"RECREATION, SPORT AND CULTURE",95.3065,0.0
2026-05-15,RESTAURANTS AND ACCOMODATION SERVICES,100.1507,0.0338
2026-05-15,TRANSPORT,101.0415,-0.0001
