product_name,product_price,date_time_scraped,product_subclass,retailer,subclass_average
Pure Cotton Floral Embroidered Bedding Set,129.0,2023-04-30 02:05:26.227335,Bed linen,Marks&Spencer,0
Luxury Pure Cotton Towel,9.0,2023-04-30 02:05:26.227336,Table linen and bathroom linen,Marks&Spencer,0
Cotton with Linen Tablecloth,42.0,2023-04-30 02:05:26.227337,Table linen and bathroom linen,Marks&Spencer,0
adidas SportswearΑνδρικό T-shirt Essentials Single Jersey Big Logo,NaN,2023-04-30 02:05:26.227337,Garments for men,Marks&Spencer,0
adidas men essentials single jersey big logo t-shirt (IC9349,28.0,2023-04-30 02:05:53.095643,Garments for men,FamousSports,0
adidas men train essentials training t-shirt (IC7428),20.0,2023-04-30 02:05:53.095647,Garments for men,FamousSports,0
adidas men essentials big logo french terry shorts (IC9403),33.0,2023-04-30 02:05:53.095647,Garments for men,FamousSports,0
Bdtk Men Walkshort Knee Height- Medium Crotch (1231-952404),49.9,2023-04-30 02:05:53.095648,Garments for men,FamousSports,0
adidas men breaknet 2.0 shoes (IF5049),60.0,2023-04-30 02:05:53.095649,Footwear for men,FamousSports,0
Reebok Men Flexagon Force 4 Training Shoes (HR0404),60.0,2023-04-30 02:05:53.095650,Footwear for men,FamousSports,0
Bdtk Women Co Slim Tshirt (1231-900028),19.9,2023-04-30 02:05:53.095651,Garments for women,FamousSports,0
Bdtk Women Co Slim Tshirt (1231-900028),35.0,2023-04-30 02:05:53.095652,Garments for women,FamousSports,0
Bdtk Women Shorts With Button Down Sides (1231-903805),38.9,2023-04-30 02:05:53.095652,Garments for women,FamousSports,0
/products/adidas-women-train-essentials-brand-love-high-waisted-full-l,55.0,2023-04-30 02:05:53.095653,Garments for women,FamousSports,0
adidas women court platform shoes (GW9786),60.0,2023-04-30 02:05:53.095654,Footwear for women,FamousSports,0
Reebok Women Nano X2 Shoes (FZ5696),104.0,2023-04-30 02:05:53.095654,Footwear for women,FamousSports,0
Quiksilver Boy T-Shirts Radical Flag Ss Youth (EQBZT04616-WB,23.9,2023-04-30 02:05:53.095655,Garments for infants (0 to 2 years) and children (3 to 13 years),FamousSports,0
Boboli Knit jacket fantasy for kids boy (525192),32.0,2023-04-30 02:05:53.095656,Garments for infants (0 to 2 years) and children (3 to 13 years),FamousSports,0
New Balance Kids Boy 574 - Classics Gradeschool (GC574CU1),74.95,2023-04-30 02:05:53.095657,Footwear for infants and children,FamousSports,0
New Balance Kids Girl 515 - Classics Gradeschool (GC515RH),69.95,2023-04-30 02:05:53.095658,Footwear for infants and children,FamousSports,0
adidas unisex performance cushioned low socks 3 pairs (IC951,13.0,2023-04-30 02:05:53.095658,Clothing accessories,FamousSports,0
adidas unisex bold 3-stripes cushioned crew socks 3 pairs (I,20.0,2023-04-30 02:05:53.095659,Clothing accessories,FamousSports,0
adidas unisex aeroready training running baseball cap (HT203,20.0,2023-04-30 02:05:53.095659,Clothing accessories,FamousSports,0
BASICSHORTSLEEVET-SHIRT,12.99,30/04/2023 02:05:54,Garments for women,Stradivarius,0
V-NECKPOLYAMIDEBODYSUIT,12.99,30/04/2023 02:05:55,Garments for women,Stradivarius,0
BUTTONEDBLAZER,39.99,30/04/2023 02:05:55,Garments for women,Stradivarius,0
PLUSHJERSEYJOGGINGTROUSERS,15.99,30/04/2023 02:05:56,Garments for women,Stradivarius,0
SINGLEDRESS,15.99,30/04/2023 02:05:57,Garments for women,Stradivarius,0
OversizedShortSleeveT-Shirt,12.99,30/04/2023 02:05:59,Garments for men,Bershka,0
