,subclass,weight.division,weight.subclass,matching,reference.mean.price,reference.weighted.mean.price,reference.weighted.mean.price.division,reference.weighted.mean.price.total,subclass_average,weighted.mean.price,weighted.mean.price.division,weighted.mean.price.total,weight.matched,weight.matched.division,weight.matched.total,datetime.calculated,CPI_total,CPI_division,weighted_CPI_division,CPI_general,CPI_total_inflation,CPI_general_inflation,division
2807,maintenance charges in multi-occupied buildings,0.0828,0.0022,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2808,electricity,0.0828,0.0316,1,2.44,0.0771,0.2148,718.6435,2.44,0.0771,0.2149,718.657,0.0316,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2809,natural gas and town gas,0.0828,0.0021,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2810,liquefied hydrocarbons,0.0828,0.0025,1,15.78,0.0394,0.2148,718.6435,15.78,0.0394,0.2149,718.657,0.0025,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2811,liquid fuels,0.0828,0.0071,1,1.123,0.008,0.2148,718.6435,1.147,0.0081,0.2149,718.657,0.0071,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2812,coal,0.0828,0.0015,1,6.52,0.0098,0.2148,718.6435,6.52,0.0098,0.2149,718.657,0.0015,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2813,other solid fuels,0.0828,0.0016,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2814,household furniture,0.0644,0.0088,1,124.98,1.0998,4.1529,718.6435,124.98,1.0998,4.155,718.657,0.0088,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2815,garden furniture,0.0644,0.0008,1,19.245,0.0154,4.1529,718.6435,19.245,0.0154,4.155,718.657,0.0008,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2816,lighting equipment,0.0644,0.0007,1,9.8233,0.0069,4.1529,718.6435,9.8233,0.0069,4.155,718.657,0.0007,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2817,other furniture and furnishings,0.0644,0.0012,1,44.7417,0.0537,4.1529,718.6435,44.7417,0.0537,4.155,718.657,0.0012,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2818,carpets and rugs,0.0644,0.0004,1,4.8233,0.0019,4.1529,718.6435,4.8233,0.0019,4.155,718.657,0.0004,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2819,furnishing fabrics and curtains,0.0644,0.0012,1,62.0,0.0744,4.1529,718.6435,62.0,0.0744,4.155,718.657,0.0012,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2820,bed linen,0.0644,0.0008,1,129.0,0.1032,4.1529,718.6435,129.0,0.1032,4.155,718.657,0.0008,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2821,table linen and bathroom linen,0.0644,0.0003,1,25.5,0.0076,4.1529,718.6435,25.5,0.0076,4.155,718.657,0.0003,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2822,"refrigerators, freezers and fridge-freezers",0.0644,0.0016,1,395.6667,0.6331,4.1529,718.6435,395.6667,0.6331,4.155,718.657,0.0016,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2823,"clothes washing machines, clothes drying machines and dish washing machines",0.0644,0.002,1,309.0,0.618,4.1529,718.6435,309.0,0.618,4.155,718.657,0.002,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2824,cookers,0.0644,0.0012,1,68.475,0.0822,4.1529,718.6435,77.95,0.0935,4.155,718.657,0.0012,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2825,"heaters, air conditioners",0.0644,0.0025,1,399.0,0.9975,4.1529,718.6435,399.0,0.9975,4.155,718.657,0.0025,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2826,cleaning equipment,0.0644,0.0002,1,8.3836,0.0017,4.1529,718.6435,8.3836,0.0017,4.155,718.657,0.0002,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2827,food processing appliances,0.0644,0.0003,1,89.0,0.0267,4.1529,718.6435,89.0,0.0267,4.155,718.657,0.0003,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2828,"coffee machines, tea makers and similar appliances",0.0644,0.0002,1,21.7,0.0043,4.1529,718.6435,21.7,0.0043,4.155,718.657,0.0002,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2829,irons,0.0644,0.0003,1,24.95,0.0075,4.1529,718.6435,,,4.155,718.657,0.0003,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2830,toasters and grills,0.0644,0.0003,1,37.45,0.0112,4.1529,718.6435,37.45,0.0112,4.155,718.657,0.0003,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2831,other small electric household appliances,0.0644,0.0,1,36.95,0.0,4.1529,718.6435,36.95,0.0,4.155,718.657,0.0,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2832,repair of household appliances,0.0644,0.0005,1,13.3233,0.0067,4.1529,718.6435,13.3233,0.0067,4.155,718.657,0.0005,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2833,"glassware, crystal-ware, ceramic ware and chinaware",0.0644,0.0016,1,0.79,0.0013,4.1529,718.6435,0.79,0.0013,4.155,718.657,0.0016,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2834,"cutlery, flatware and silverware",0.0644,0.0004,1,8.574,0.0034,4.1529,718.6435,8.574,0.0034,4.155,718.657,0.0004,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2835,non-electric kitchen utensils and articles,0.0644,0.0023,1,19.306,0.0444,4.1529,718.6435,19.306,0.0444,4.155,718.657,0.0023,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2836,motorized major tools and equipment,0.0644,0.0017,1,109.9,0.1868,4.1529,718.6435,109.9,0.1868,4.155,718.657,0.0017,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2837,non-motorized small tools,0.0644,0.0005,1,17.9,0.009,4.1529,718.6435,17.9,0.009,4.155,718.657,0.0005,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2838,miscellaneous small tool accessories,0.0644,0.0013,1,59.99,0.078,4.1529,718.6435,59.99,0.078,4.155,718.657,0.0013,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2839,cleaning and maintenance products,0.0644,0.0127,1,6.1597,0.0782,4.1529,718.6435,6.0197,0.0765,4.155,718.657,0.0127,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2840,other non-durable small household articles,0.0644,0.0061,0,,,4.1529,718.6435,,,4.155,718.657,0.0,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2841,domestic services by paid staff,0.0644,0.0145,0,,,4.1529,718.6435,,,4.155,718.657,0.0,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2842,cleaning services,0.0644,0.0,0,,,4.1529,718.6435,,,4.155,718.657,0.0,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2843,other domestic services and household services,0.0644,0.0,0,,,4.1529,718.6435,,,4.155,718.657,0.0,0.0438,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0506,4.3822,76.1151,0.0015,0.0265,"FURNISHING, HOUSEHOLD EQUIPMENT AND SUPPLIES"
2844,pharmaceutical products,0.0637,0.0202,1,4.64,0.0937,0.1664,718.6435,4.64,0.0937,0.1664,718.657,0.0202,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2845,pregnancy tests and mechanical contraceptive devices,0.0637,0.0004,1,14.91,0.006,0.1664,718.6435,14.91,0.006,0.1664,718.657,0.0004,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2846,other medical products n.e.c.,0.0637,0.0005,1,65.0,0.0325,0.1664,718.6435,65.0,0.0325,0.1664,718.657,0.0005,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2847,corrective eye-glasses and contact lenses,0.0637,0.001,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2848,repair of therapeutic appliances and equipment,0.0637,0.0006,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2849,other therapeutic appliances and equipment,0.0637,0.0003,1,114.12,0.0342,0.1664,718.6435,114.12,0.0342,0.1664,718.657,0.0003,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2850,general practice,0.0637,0.0,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2851,specialist practice,0.0637,0.0122,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2852,dental services,0.0637,0.0059,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2853,"services of medical analysis laboratories and x-ray 



centres",0.0637,0.0079,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2854,other paramedical services,0.0637,0.0054,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2855,hospital services,0.0637,0.0093,0,,,0.1664,718.6435,,,0.1664,718.657,0.0,0.0214,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0,2.14,76.1151,0.0015,0.0265,HEALTH
2856,new motor cars,0.1417,0.0188,1,20650.0,388.22,395.4777,718.6435,20650.0,388.22,395.4808,718.657,0.0188,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2857,second-hand motor cars,0.1417,0.0138,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2858,motor cycles,0.1417,0.0011,1,6100.0,6.71,395.4777,718.6435,6100.0,6.71,395.4808,718.657,0.0011,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2859,bicycles,0.1417,0.0003,1,570.0,0.171,395.4777,718.6435,570.0,0.171,395.4808,718.657,0.0003,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2860,tyres,0.1417,0.0015,1,52.55,0.0788,395.4777,718.6435,52.55,0.0788,395.4808,718.657,0.0015,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2861,spare parts for personal transport equipment,0.1417,0.0011,1,12.4833,0.0137,395.4777,718.6435,12.4833,0.0137,395.4808,718.657,0.0011,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2862,accessories for personal transport equipment,0.1417,0.0,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2863,diesel,0.1417,0.0143,1,1.531,0.0219,395.4777,718.6435,1.588,0.0227,395.4808,718.657,0.0143,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2864,petrol,0.1417,0.0607,1,1.502,0.0912,395.4777,718.6435,1.54,0.0935,395.4808,718.657,0.0607,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2865,lubricants,0.1417,0.0004,1,10.425,0.0042,395.4777,718.6435,10.425,0.0042,395.4808,718.657,0.0004,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2866,maintenance and repair of personal transport equipment,0.1417,0.0184,1,9.07,0.1669,395.4777,718.6435,9.07,0.1669,395.4808,718.657,0.0184,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2867,"hire of garages, parking spaces and personal transport equipment",0.1417,0.0005,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2868,toll facilities and parking meters,0.1417,0.0003,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2869,"driving lessons, tests, licences and road worthiness tests",0.1417,0.009,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2870,passenger transport by bus and coach,0.1417,0.0008,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2871,passenger transport by taxi and hired car with driver,0.1417,0.0007,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2872,international flights,0.1417,0.0,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2873,removal and storage services,0.1417,0.0,0,,,395.4777,718.6435,,,395.4808,718.657,0.0,0.1166,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0008,11.6601,76.1151,0.0015,0.0265,TRANSPORT
2874,letter handling services,0.0439,0.0006,1,1.05,0.0006,0.334,718.6435,1.05,0.0006,0.3304,718.657,0.0006,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2875,other postal services,0.0439,0.0005,1,12.5167,0.0063,0.334,718.6435,12.5167,0.0063,0.3304,718.657,0.0005,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2876,mobile telephone equipment,0.0439,0.0023,1,46.3,0.1065,0.334,718.6435,46.3,0.1065,0.3304,718.657,0.0023,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2877,wired telephone services,0.0439,0.0033,1,0.031,0.0001,0.334,718.6435,0.031,0.0001,0.3304,718.657,0.0033,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2878,wireless telephone services,0.0439,0.0276,1,0.041,0.0011,0.334,718.6435,0.041,0.0011,0.3304,718.657,0.0276,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2879,internet access provision services,0.0439,0.0031,1,26.7462,0.0829,0.334,718.6435,25.5671,0.0793,0.3304,718.657,0.0031,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2880,bundled telecommunication services,0.0439,0.0065,1,20.994,0.1365,0.334,718.6435,20.994,0.1365,0.3304,718.657,0.0065,0.0439,0.7601,2023-08-18 09:50:16.752970,100.0019,98.9222,4.3427,76.1151,0.0015,0.0265,COMMUNICATION
2881,"equipment for the reception, recording and reproduction of sound",0.0575,0.0002,1,22.45,0.0045,1.0259,718.6435,22.45,0.0045,1.0174,718.657,0.0002,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2882,"equipment for the reception, recording and reproduction of sound and vision",0.0575,0.0032,1,39.95,0.1278,1.0259,718.6435,39.95,0.1278,1.0174,718.657,0.0032,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2883,portable sound and vision devices,0.0575,0.0,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2884,cameras,0.0575,0.0002,1,95.0,0.019,1.0259,718.6435,95.0,0.019,1.0174,718.657,0.0002,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2885,personal computers,0.0575,0.0028,1,269.0,0.7532,1.0259,718.6435,269.0,0.7532,1.0174,718.657,0.0028,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2886,accessories for information processing equipment,0.0575,0.0003,1,15.6333,0.0047,1.0259,718.6435,15.6333,0.0047,1.0174,718.657,0.0003,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2887,pre-recorded recording media,0.0575,0.0,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2888,unrecorded recording media,0.0575,0.0,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2889,other recording media,0.0575,0.0002,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2890,"repair of audio-visual, photographic and information processing equipment",0.0575,0.0003,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2891,"boats, outboard motors and fitting out of boats",0.0575,0.0002,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2892,major items for games and sport,0.0575,0.0,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2893,musical instruments,0.0575,0.0003,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2894,games and hobbies,0.0575,0.0007,1,6.95,0.0049,1.0259,718.6435,6.95,0.0049,1.0174,718.657,0.0007,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2895,toys and celebration articles,0.0575,0.0038,1,3.99,0.0152,1.0259,718.6435,3.99,0.0152,1.0174,718.657,0.0038,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2896,equipment for sport,0.0575,0.0018,1,15.0,0.027,1.0259,718.6435,15.0,0.027,1.0174,718.657,0.0018,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2897,garden products,0.0575,0.0009,1,9.49,0.0085,1.0259,718.6435,9.49,0.0085,1.0174,718.657,0.0009,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2898,plants and flowers,0.0575,0.0024,1,5.99,0.0144,1.0259,718.6435,1.99,0.0048,1.0174,718.657,0.0024,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2899,purchase of pets,0.0575,0.0006,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2900,products for pets,0.0575,0.0027,1,2.07,0.0056,1.0259,718.6435,2.11,0.0057,1.0174,718.657,0.0027,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2901,veterinary and other services for pets,0.0575,0.0008,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2902,recreational and sporting services - attendance,0.0575,0.0022,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2903,recreational and sporting services - participation,0.0575,0.0079,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2904,"cinemas, theatres, concerts",0.0575,0.0029,1,8.1667,0.0237,1.0259,718.6435,8.1667,0.0237,1.0174,718.657,0.0029,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2905,"museums, libraries, zoological gardens",0.0575,0.0002,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2906,"television and radio licence fees, subscriptions",0.0575,0.0071,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
2907,hire of equipment and accessories for culture,0.0575,0.0,0,,,1.0259,718.6435,,,1.0174,718.657,0.0,0.0249,0.7601,2023-08-18 09:50:16.752970,100.0019,99.1715,2.4694,76.1151,0.0015,0.0265,RECREATION AND CULTURE
