,subclass,weight.division,weight.subclass,matching,reference.mean.price,reference.weighted.mean.price,reference.weighted.mean.price.division,reference.weighted.mean.price.total,subclass_average,weighted.mean.price,weighted.mean.price.division,weighted.mean.price.total,weight.matched,weight.matched.division,weight.matched.total,datetime.calculated,CPI_total,CPI_division,weighted_CPI_division,CPI_general,CPI_total_inflation,CPI_general_inflation,division
2711,articles for babies,0.086,0.0006,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2712,other personal effects n.e.c.,0.086,0.0009,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2713,child care services,0.086,0.0017,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2714,retirement homes for elderly persons and residences for disabled persons,0.086,0.0011,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2715,services to maintain people in their private homes,0.086,0.0003,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2716,insurance connected with the dwelling,0.086,0.0048,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2717,private insurance connected with health,0.086,0.0037,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2718,motor vehicle insurance,0.086,0.0174,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2719,charges by banks and post offices,0.086,0.0067,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2720,administrative fees,0.086,0.0007,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2721,legal services and accountancy,0.086,0.0014,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2722,funeral services,0.086,0.0005,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2723,other fees and services,0.086,0.0008,0,,,0.5077,718.6435,,,0.5138,718.6461,0.0,0.0441,0.7601,2023-08-17 09:46:34.519306,100.0004,101.2015,4.463,76.0949,0.0001,0.0064,MISCELLANEOUS GOODS AND SERVICES
2724,rice,0.1906,0.0013,1,3.049,0.004,0.7665,718.6435,3.0795,0.004,0.7699,718.657,0.0013,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2725,flours and other cereals,0.1906,0.002,1,1.4958,0.003,0.7665,718.6435,1.4958,0.003,0.7699,718.657,0.002,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2726,bread,0.1906,0.0098,1,1.64,0.0161,0.7665,718.6435,1.7367,0.017,0.7699,718.657,0.0098,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2727,other bakery products,0.1906,0.0146,1,2.9319,0.0428,0.7665,718.6435,2.9827,0.0435,0.7699,718.657,0.0146,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2728,pizza and quiche,0.1906,0.0011,1,3.3975,0.0037,0.7665,718.6435,3.3975,0.0037,0.7699,718.657,0.0011,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2729,pasta products and couscous,0.1906,0.0024,1,2.0864,0.005,0.7665,718.6435,2.0886,0.005,0.7699,718.657,0.0024,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2730,breakfast cereals,0.1906,0.0031,1,3.7712,0.0117,0.7665,718.6435,3.7712,0.0117,0.7699,718.657,0.0031,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2731,other cereal products,0.1906,0.0,1,3.2975,0.0,0.7665,718.6435,3.2975,0.0,0.7699,718.657,0.0,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2732,beef and veal,0.1906,0.0013,1,5.895,0.0077,0.7665,718.6435,6.395,0.0083,0.7699,718.657,0.0013,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2733,pork,0.1906,0.0112,1,5.3517,0.0599,0.7665,718.6435,5.2683,0.059,0.7699,718.657,0.0112,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2734,lamb and goat,0.1906,0.0039,1,13.07,0.051,0.7665,718.6435,13.07,0.051,0.7699,718.657,0.0039,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2735,poultry,0.1906,0.0098,1,9.885,0.0969,0.7665,718.6435,9.885,0.0969,0.7699,718.657,0.0098,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2736,other meats,0.1906,0.0011,1,4.8283,0.0053,0.7665,718.6435,5.245,0.0058,0.7699,718.657,0.0011,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2737,"dried, salted or smoked meat",0.1906,0.006,1,3.2667,0.0196,0.7665,718.6435,3.2,0.0192,0.7699,718.657,0.006,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2738,other meat preparations,0.1906,0.0019,1,4.5429,0.0086,0.7665,718.6435,4.5442,0.0086,0.7699,718.657,0.0019,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2739,fresh or chilled fish,0.1906,0.0028,1,8.68,0.0243,0.7665,718.6435,8.85,0.0248,0.7699,718.657,0.0028,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2740,frozen fish,0.1906,0.0015,1,8.9645,0.0134,0.7665,718.6435,8.415,0.0126,0.7699,718.657,0.0015,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2741,fresh or chilled seafood,0.1906,0.0003,0,,,0.7665,718.6435,,,0.7699,718.657,0.0,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2742,frozen seafood,0.1906,0.0011,1,6.6071,0.0073,0.7665,718.6435,6.9886,0.0077,0.7699,718.657,0.0011,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2743,"dried, smoked or salted fish and seafood",0.1906,0.0006,1,1.9838,0.0012,0.7665,718.6435,1.9538,0.0012,0.7699,718.657,0.0006,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2744,other preserved or processed fish and seafood-based preparations,0.1906,0.0023,1,6.3888,0.0147,0.7665,718.6435,6.3888,0.0147,0.7699,718.657,0.0023,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2745,whole milk,0.1906,0.0015,1,2.87,0.0043,0.7665,718.6435,2.87,0.0043,0.7699,718.657,0.0015,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2746,low fat milk,0.1906,0.0086,1,2.3425,0.0201,0.7665,718.6435,2.3425,0.0201,0.7699,718.657,0.0086,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2747,preserved milk,0.1906,0.0007,1,1.2325,0.0009,0.7665,718.6435,1.2325,0.0009,0.7699,718.657,0.0007,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2748,yoghurt,0.1906,0.0053,1,3.886,0.0206,0.7665,718.6435,4.03,0.0214,0.7699,718.657,0.0053,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2749,cheese and curd,0.1906,0.0123,1,3.887,0.0478,0.7665,718.6435,3.96,0.0487,0.7699,718.657,0.0123,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2750,other milk products,0.1906,0.002,1,1.7955,0.0036,0.7665,718.6435,1.823,0.0036,0.7699,718.657,0.002,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2751,eggs,0.1906,0.0023,1,3.735,0.0086,0.7665,718.6435,3.735,0.0086,0.7699,718.657,0.0023,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2752,butter,0.1906,0.001,1,4.0333,0.004,0.7665,718.6435,4.0333,0.004,0.7699,718.657,0.001,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2753,margarine and other vegetable fats,0.1906,0.0012,1,2.6258,0.0032,0.7665,718.6435,2.6708,0.0032,0.7699,718.657,0.0012,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2754,olive oil,0.1906,0.0013,1,10.195,0.0133,0.7665,718.6435,10.195,0.0133,0.7699,718.657,0.0013,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2755,other edible oils,0.1906,0.0015,1,7.6612,0.0115,0.7665,718.6435,7.9113,0.0119,0.7699,718.657,0.0015,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2756,fresh or chilled fruit,0.1906,0.0139,1,3.5223,0.049,0.7665,718.6435,3.5509,0.0494,0.7699,718.657,0.0139,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2757,dried fruit and nuts,0.1906,0.0038,1,3.4109,0.013,0.7665,718.6435,3.4452,0.0131,0.7699,718.657,0.0038,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2758,fresh or chilled vegetables other than potatoes and other tubers,0.1906,0.0138,1,2.1155,0.0292,0.7665,718.6435,2.1173,0.0292,0.7699,718.657,0.0138,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2759,frozen vegetables other than potatoes and other tubers,0.1906,0.0009,1,2.928,0.0026,0.7665,718.6435,2.928,0.0026,0.7699,718.657,0.0009,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2760,"dried vegetables, other preserved or processed vegetables",0.1906,0.0036,1,1.2142,0.0044,0.7665,718.6435,1.1817,0.0043,0.7699,718.657,0.0036,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2761,potatoes,0.1906,0.0026,1,2.1,0.0055,0.7665,718.6435,2.14,0.0056,0.7699,718.657,0.0026,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2762,crisps,0.1906,0.0018,1,2.25,0.004,0.7665,718.6435,2.25,0.004,0.7699,718.657,0.0018,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2763,sugar,0.1906,0.0007,1,1.44,0.001,0.7665,718.6435,1.44,0.001,0.7699,718.657,0.0007,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2764,"jams, marmalades and honey",0.1906,0.0015,1,3.6756,0.0055,0.7665,718.6435,3.7138,0.0056,0.7699,718.657,0.0015,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2765,chocolate,0.1906,0.0036,1,2.24,0.0081,0.7665,718.6435,2.24,0.0081,0.7699,718.657,0.0036,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2766,confectionery products,0.1906,0.0025,1,1.8879,0.0047,0.7665,718.6435,1.8984,0.0047,0.7699,718.657,0.0025,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2767,edible ices and ice cream,0.1906,0.0022,1,3.535,0.0078,0.7665,718.6435,3.535,0.0078,0.7699,718.657,0.0022,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2768,artificial sugar substitutes,0.1906,0.0,1,3.33,0.0,0.7665,718.6435,3.455,0.0,0.7699,718.657,0.0,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2769,"sauces, condiments",0.1906,0.0019,1,1.9205,0.0036,0.7665,718.6435,1.9162,0.0036,0.7699,718.657,0.0019,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2770,"salt, spices and culinary herbs",0.1906,0.0008,1,1.0934,0.0009,0.7665,718.6435,1.0883,0.0009,0.7699,718.657,0.0008,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2771,baby food,0.1906,0.0026,1,8.6559,0.0225,0.7665,718.6435,8.7105,0.0226,0.7699,718.657,0.0026,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2772,ready-made meals,0.1906,0.0008,1,4.802,0.0038,0.7665,718.6435,4.262,0.0034,0.7699,718.657,0.0008,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2773,other food products n.e.c.,0.1906,0.0009,1,2.056,0.0019,0.7665,718.6435,2.0064,0.0018,0.7699,718.657,0.0009,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2774,coffee,0.1906,0.0044,1,5.4421,0.0239,0.7665,718.6435,5.3971,0.0237,0.7699,718.657,0.0044,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2775,tea,0.1906,0.0004,1,1.745,0.0007,0.7665,718.6435,1.7767,0.0007,0.7699,718.657,0.0004,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2776,cocoa and powdered chocolate,0.1906,0.0003,1,2.71,0.0008,0.7665,718.6435,2.71,0.0008,0.7699,718.657,0.0003,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2777,mineral or spring waters,0.1906,0.0029,1,2.6373,0.0076,0.7665,718.6435,2.6645,0.0077,0.7699,718.657,0.0029,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2778,soft drinks,0.1906,0.0056,1,4.4808,0.0251,0.7665,718.6435,4.4423,0.0249,0.7699,718.657,0.0056,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2779,fruit and vegetable juices,0.1906,0.0033,1,2.0605,0.0068,0.7665,718.6435,2.0364,0.0067,0.7699,718.657,0.0033,0.1903,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4436,19.1144,76.1151,0.0015,0.0265,FOOD AND NON-ALCOHOLIC BEVERAGES
2780,spirits and liqueurs,0.0347,0.0023,1,11.5471,0.0266,8.8789,718.6435,11.7386,0.027,8.8793,718.657,0.0023,0.0347,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0045,3.4702,76.1151,0.0015,0.0265,ALCOHOLIC BEVERAGES AND TOBACCO
2781,wine from grapes,0.0347,0.0018,1,3.21,0.0058,8.8789,718.6435,3.21,0.0058,8.8793,718.657,0.0018,0.0347,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0045,3.4702,76.1151,0.0015,0.0265,ALCOHOLIC BEVERAGES AND TOBACCO
2782,lager beer,0.0347,0.0026,1,6.145,0.016,8.8789,718.6435,6.145,0.016,8.8793,718.657,0.0026,0.0347,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0045,3.4702,76.1151,0.0015,0.0265,ALCOHOLIC BEVERAGES AND TOBACCO
2783,cigarettes,0.0347,0.0171,1,500.0,8.55,8.8789,718.6435,500.0,8.55,8.8793,718.657,0.0171,0.0347,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0045,3.4702,76.1151,0.0015,0.0265,ALCOHOLIC BEVERAGES AND TOBACCO
2784,cigars,0.0347,0.0033,1,28.64,0.0945,8.8789,718.6435,28.64,0.0945,8.8793,718.657,0.0033,0.0347,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0045,3.4702,76.1151,0.0015,0.0265,ALCOHOLIC BEVERAGES AND TOBACCO
2785,other tobacco products,0.0347,0.0076,1,24.475,0.186,8.8789,718.6435,24.475,0.186,8.8793,718.657,0.0076,0.0347,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0045,3.4702,76.1151,0.0015,0.0265,ALCOHOLIC BEVERAGES AND TOBACCO
2786,garments for men,0.0721,0.0185,1,26.1727,0.4842,2.3922,718.6435,27.39,0.5067,2.4026,718.657,0.0185,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2787,garments for women,0.0721,0.0234,1,23.3765,0.547,2.3922,718.6435,23.1188,0.541,2.4026,718.657,0.0234,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2788,garments for infants (0 to 2 years) and children (3 to 13 years),0.0721,0.0116,1,30.9167,0.3586,2.3922,718.6435,30.2467,0.3509,2.4026,718.657,0.0116,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2789,other articles of clothing,0.0721,0.0004,0,,,2.3922,718.6435,,,2.4026,718.657,0.0,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2790,clothing accessories,0.0721,0.0004,1,17.0,0.0068,2.3922,718.6435,17.0,0.0068,2.4026,718.657,0.0004,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2791,cleaning of clothing,0.0721,0.0008,0,,,2.3922,718.6435,,,2.4026,718.657,0.0,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2792,repair and hire of clothing,0.0721,0.0003,0,,,2.3922,718.6435,,,2.4026,718.657,0.0,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2793,footwear for men,0.0721,0.0065,1,63.8333,0.4149,2.3922,718.6435,64.0833,0.4165,2.4026,718.657,0.0065,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2794,footwear for women,0.0721,0.0072,1,61.875,0.4455,2.3922,718.6435,61.875,0.4455,2.4026,718.657,0.0072,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2795,footwear for infants and children,0.0721,0.003,1,45.075,0.1352,2.3922,718.6435,45.075,0.1352,2.4026,718.657,0.003,0.0706,0.7601,2023-08-18 09:50:16.752970,100.0019,100.4347,7.0907,76.1151,0.0015,0.0265,CLOTHING AND FOOTWEAR
2796,actual rentals paid by tenants,0.0828,0.0291,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2797,materials for the maintenance and repair of the dwelling,0.0828,0.0023,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2798,services of plumbers,0.0828,0.0016,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2799,services of electricians,0.0828,0.0006,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2800,maintenance services for heating systems,0.0828,0.0004,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2801,services of painters,0.0828,0.0038,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2802,services of carpenters,0.0828,0.0017,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2803,other services for maintenance and repair of the dwelling,0.0828,0.0101,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2804,water supply,0.0828,0.0072,1,11.0,0.0792,0.2148,718.6435,11.0,0.0792,0.2149,718.657,0.0072,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2805,refuse collection,0.0828,0.0045,0,,,0.2148,718.6435,,,0.2149,718.657,0.0,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2806,sewage collection,0.0828,0.002,1,0.665,0.0013,0.2148,718.6435,0.665,0.0013,0.2149,718.657,0.002,0.0519,0.7601,2023-08-18 09:50:16.752970,100.0019,100.0466,5.1924,76.1151,0.0015,0.0265,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
